J'  k'     J"  k"  s' s"   OBS/CM-1    CALC/CM-1  OBS-CALC/CM-1  WEIGHT      UNC/CM-1        OBS/MHZ        CALC/MHZ    OBS-CALC/MHZ
18  12     16  12    a a   355.129501   355.129807   -0.000306   0.139E+07    0.00069282   10646514.601    10646523.769      -9.167   
18  12     16  12    s s   355.138762   355.138670    0.000092   0.139E+07    0.00069282   10646792.239    10646789.474       2.765   
17  13     16  13    s s   173.007528   173.008385   -0.000857   0.313E+07    0.00056569    5186635.207     5186660.913     -25.705   
17  13     16  13    a a   173.003333   173.003219    0.000114   0.619E+05    0.00401995    5186509.444     5186506.034       3.411   
17  13     16  13    a s   173.053391   173.053330    0.000061   0.100E+09    0.00010000    5188010.145     5188008.315       1.830   
17  13     16  13    s a   172.958356   172.958275    0.000081   0.100E+09    0.00010000    5185161.068     5185158.631       2.437   
17  13     16  13    a a   173.002965   173.003219   -0.000254   0.208E+07    0.00056569    5186498.412     5186506.034      -7.622   
17  13     16  13    s s   173.008469   173.008385    0.000084   0.208E+07    0.00056569    5186663.418     5186660.913       2.505   
17  13     16  13    s s   173.008490   173.008385    0.000105   0.313E+07    0.00056569    5186664.047     5186660.913       3.135   
17  13     16  13    a a   173.004580   173.003219    0.001361   0.500E+06    0.00141421    5186546.828     5186506.034      40.795   
17  13     16  13    s s   173.008503   173.008385    0.000118   0.208E+07    0.00056569    5186664.437     5186660.913       3.524   
17  13     16  13    a a   173.003343   173.003219    0.000124   0.313E+07    0.00056569    5186509.744     5186506.034       3.710   
17  13     16  13    s s   173.009030   173.008385    0.000645   0.500E+06    0.00141421    5186680.236     5186660.913      19.323   
17  13     16  13    a a   173.003752   173.003219    0.000533   0.413E+05    0.00401995    5186522.006     5186506.034      15.972   
18  13     16  13    s s   355.716053   355.715859    0.000194   0.139E+07    0.00069282   10664098.988    10664093.158       5.830   
18  13     16  13    a a   355.705405   355.705829   -0.000424   0.408E+05    0.00403980   10663779.769    10663792.483     -12.714   
17  14     16  14    a s   173.369859   173.369799    0.000060   0.100E+09    0.00010000    5197497.617     5197495.825       1.792   
17  14     16  14    a a   173.313194   173.312712    0.000482   0.313E+07    0.00056569    5195798.843     5195784.401      14.442   
17  14     16  14    s s   173.317636   173.318626   -0.000990   0.619E+05    0.00401995    5195932.011     5195961.702     -29.691   
17  14     16  14    s s   173.318615   173.318626   -0.000011   0.313E+07    0.00056569    5195961.361     5195961.702      -0.341   
17  14     16  14    a a   173.312312   173.312712   -0.000400   0.313E+07    0.00056569    5195772.402     5195784.401     -12.000   
17  14     16  14    a a   173.312474   173.312712   -0.000238   0.208E+07    0.00056569    5195777.258     5195784.401      -7.143   
17  14     16  14    s s   173.318953   173.318626    0.000327   0.208E+07    0.00056569    5195971.494     5195961.702       9.792   
17  14     16  14    a a   173.312748   173.312712    0.000036   0.208E+07    0.00056569    5195785.473     5195784.401       1.071   
17  14     16  14    a a   173.312710   173.312712   -0.000002   0.500E+06    0.00141421    5195784.333     5195784.401      -0.068   
17  14     16  14    s a   173.261576   173.261539    0.000037   0.100E+09    0.00010000    5194251.375     5194250.278       1.097   
17  14     16  14    s s   173.318288   173.318626   -0.000338   0.208E+07    0.00056569    5195951.558     5195961.702     -10.144   
18  14     16  14    s s   356.348828   356.348923   -0.000095   0.139E+07    0.00069282   10683069.105    10683071.953      -2.848   
18  14     16  14    a a   356.337064   356.337448   -0.000384   0.139E+07    0.00069282   10682716.429    10682727.938     -11.509   
16  15     16  15    a s     0.065687     0.065688   -0.000001   0.899E+13    0.00000033       1969.261        1969.281      -0.020   
17  15     16  15    s s   173.657451   173.657584   -0.000133   0.619E+05    0.00401995    5206119.409     5206123.395      -3.987   
17  15     16  15    a a   173.649930   173.650741   -0.000811   0.500E+06    0.00141421    5205893.935     5205918.245     -24.310   
17  15     16  15    a a   173.650789   173.650741    0.000048   0.313E+07    0.00056569    5205919.687     5205918.245       1.442   
17  15     16  15    a a   173.651009   173.650741    0.000268   0.313E+07    0.00056569    5205926.282     5205918.245       8.037   
17  15     16  15    a s   173.716487   173.716429    0.000058   0.100E+09    0.00010000    5207889.263     5207887.526       1.737   
17  15     16  15    s s   173.657547   173.657584   -0.000037   0.208E+07    0.00056569    5206122.287     5206123.395      -1.109   
17  15     16  15    s s   173.658040   173.657584    0.000456   0.500E+06    0.00141421    5206137.066     5206123.395      13.671   
17  15     16  15    s a   173.591965   173.591896    0.000069   0.100E+09    0.00010000    5204156.188     5204154.114       2.074   
17  15     16  15    s s   173.658093   173.657584    0.000509   0.313E+07    0.00056569    5206138.655     5206123.395      15.260   
17  15     16  15    a a   173.650594   173.650741   -0.000147   0.208E+07    0.00056569    5205913.841     5205918.245      -4.404   
17  15     16  15    s s   173.657517   173.657584   -0.000067   0.208E+07    0.00056569    5206121.387     5206123.395      -2.008   
17  15     16  15    s s   173.657839   173.657584    0.000255   0.313E+07    0.00056569    5206131.040     5206123.395       7.645   
17  15     16  15    a a   173.650620   173.650741   -0.000121   0.500E+06    0.00141421    5205914.620     5205918.245      -3.624   
17  15     16  15    a a   173.650616   173.650741   -0.000125   0.208E+07    0.00056569    5205914.500     5205918.245      -3.744   
18  15     16  15    a a   357.026948   357.027212   -0.000264   0.139E+07    0.00069282   10703398.631    10703406.537      -7.906   
18  15     16  15    s s   357.040294   357.040484   -0.000190   0.139E+07    0.00069282   10703798.734    10703804.432      -5.697   
16  16     16  16    a s     0.076350     0.076350    0.000000   0.899E+13    0.00000033       2288.905        2288.917      -0.012   
17  16     16  16    a s   174.095079   174.095087   -0.000008   0.100E+09    0.00010000    5219239.166     5219239.409      -0.243   
17  16     16  16    s s   174.026892   174.026736    0.000156   0.313E+07    0.00056569    5217194.971     5217190.304       4.667   
17  16     16  16    a a   174.021665   174.018737    0.002928   0.619E+05    0.00401995    5217038.270     5216950.493      87.777   
17  16     16  16    s s   174.024527   174.026736   -0.002209   0.619E+05    0.00401995    5217124.070     5217190.304     -66.234   
17  16     16  16    a a   174.018784   174.018737    0.000047   0.208E+07    0.00056569    5216951.899     5216950.493       1.407   
17  16     16  16    s a   173.950396   173.950386    0.000010   0.100E+09    0.00010000    5214901.679     5214901.387       0.291   
17  16     16  16    s s   174.026333   174.026736   -0.000403   0.208E+07    0.00056569    5217178.213     5217190.304     -12.091   
17  16     16  16    s s   174.026802   174.026736    0.000066   0.313E+07    0.00056569    5217192.273     5217190.304       1.969   
17  16     16  16    a a   174.018539   174.018737   -0.000198   0.313E+07    0.00056569    5216944.554     5216950.493      -5.938   
18  16     16  16    a a   357.777770   357.778015   -0.000245   0.139E+07    0.00069282   10725907.709    10725915.057      -7.348   
18  16     16  16    s s   357.793305   357.793527   -0.000222   0.139E+07    0.00069282   10726373.436    10726380.081      -6.645   
18   0     17   0    s a   180.776438   180.776407    0.000031   0.100E+09    0.00010000    5419541.270     5419540.336       0.934   
18   0     17   0    a s   180.814135   180.814216   -0.000081   0.100E+09    0.00010000    5420671.397     5420673.829      -2.431   
19   0     17   0    a a   371.140556   371.140955   -0.000399   0.313E+07    0.00056569   11126513.955    11126525.908     -11.953   
19   0     17   0    s s   371.144424   371.145085   -0.000661   0.313E+07    0.00056569   11126629.914    11126649.719     -19.804   
18   1     17   1    s s   180.806500   180.807172   -0.000672   0.208E+07    0.00056569    5420442.506     5420462.651     -20.145   
18   1     17   1    s a   180.787164   180.787106    0.000058   0.100E+09    0.00010000    5419862.827     5419861.081       1.746   
18   1     17   1    a s   180.825124   180.825094    0.000030   0.100E+09    0.00010000    5421000.839     5420999.927       0.912   
19   1     17   1    a a   371.162256   371.162935   -0.000679   0.313E+07    0.00056569   11127164.504    11127184.863     -20.358   
19   1     17   1    s s   371.167047   371.167087   -0.000040   0.619E+05    0.00401995   11127308.135    11127309.321      -1.186   
18   2     17   2    s a   180.819287   180.819237    0.000050   0.100E+09    0.00010000    5420825.850     5420824.337       1.513   
18   2     17   2    s s   180.838451   180.839590   -0.001139   0.208E+05    0.00565685    5421400.373     5421434.524     -34.152   
18   2     17   2    a s   180.857848   180.857766    0.000082   0.100E+09    0.00010000    5421981.880     5421979.424       2.456   
19   2     17   2    a a   371.229070   371.228953    0.000117   0.313E+07    0.00056569   11129167.538    11129164.027       3.511   
19   2     17   2    s s   371.232818   371.233169   -0.000351   0.313E+07    0.00056569   11129279.900    11129290.436     -10.536   
18  -3     17   3    a a   180.850726   180.849226    0.001500   0.208E+07    0.00056569    5421768.368     5421723.411      44.957   
18  -3     17  -3    s a   180.866129   180.866151   -0.000022   0.100E+09    0.00010000    5422230.138     5422230.811      -0.673   
18   3     17  -3    s s   180.935171   180.935873   -0.000702   0.413E+05    0.00401995    5424299.965     5424321.014     -21.048   
18   3     17  -3    a a   180.932920   180.933734   -0.000814   0.208E+07    0.00056569    5424232.482     5424256.885     -24.403   
18   3     17  -3    s s   180.934046   180.935873   -0.001827   0.208E+07   0.00056569     5424266.239     5424321.014     -54.775   
18  -3     17  -3    a s   180.905469   180.905509   -0.000040   0.100E+09    0.00010000    5423409.522     5423410.725      -1.203   
18   3     17   3    a s   180.919187   180.919137    0.000050   0.100E+09    0.00010000    5423820.777     5423819.292       1.485   
18   3     17   3    s a   180.879561   180.879590   -0.000029   0.100E+09    0.00010000    5422632.819     5422633.699      -0.880   
19   3     17   3    s s   371.357709   371.358958   -0.001249   0.313E+07    0.00056569   11133024.038    11133061.484     -37.447   
19  -3     17  -3    s s   371.327937   371.328001   -0.000064   0.408E+05    0.00403980   11132131.496    11132133.427      -1.931   
18   4     17   4    s s   180.970235   180.969737    0.000498   0.208E+07    0.00056569    5425351.158     5425336.236      14.921   
18   4     17   4    a a   180.966638   180.967424   -0.000786   0.413E+05    0.00401995    5425243.322     5425266.872     -23.550   
18   4     17   4    a s   180.989062   180.988974    0.000088   0.100E+09    0.00010000    5425915.577     5425912.942       2.634   
18   4     17   4    a a   180.966860   180.967424   -0.000564   0.413E+05    0.00401995    5425249.978     5425266.872     -16.895   
18   4     17   4    s a   180.948250   180.948187    0.000063   0.100E+09    0.00010000    5424692.064     5424690.166       1.898   
18   4     17   4    s s   180.973108   180.969737    0.003371   0.413E+05    0.00401995    5425437.288     5425336.236     101.052   
19   4     17   4    s s   371.497897   371.498424   -0.000527   0.139E+07    0.00069282   11137226.768    11137242.555     -15.786   
19   4     17   4    a a   371.493539   371.493941   -0.000402   0.408E+05    0.00403980   11137096.119    11137108.159     -12.040   
18   5     17   5    s a   181.045465   181.045428    0.000037   0.100E+09    0.00010000    5427606.496     5427605.374       1.122   
